BI Reference,Year,Quarter,Data Subject Type,Data Type,Decision Taken,Incident Category,Incident Type,No. Data Subjects Affected,Sector,Time Taken to Report
BI2058,2024,Qtr 1,Users,Data revealing racial or ethnic origin,Ongoing,Non Cyber,Not Provided,100 to 1k,Retail and manufacture,72 hours to 1 week
BI2058,2024,Qtr 1,Users,Official documents,Ongoing,Non Cyber,Not Provided,100 to 1k,Retail and manufacture,72 hours to 1 week
BI2058,2024,Qtr 1,Users,Criminal offence data,Ongoing,Non Cyber,Not Provided,100 to 1k,Retail and manufacture,72 hours to 1 week
BI2059,2024,Qtr 1,Members of the public,Data revealing racial or ethnic origin,Investigation Pursued,Cyber,Ransomware,10 to 99,Transport and leisure,24 hours to 72 hours
BI2060,2024,Qtr 1,Users,Identification data,Investigation Pursued,Cyber,Phishing attack,1k to 10k,Retail and manufacture,Less than 24 hours
BI2061,2024,Qtr 1,Subscribers,Basic personal identifiers,Investigation Pursued,Non Cyber,Not Provided,100 to 1k,Education and childcare,24 hours to 72 hours
BI2061,2024,Qtr 1,Subscribers,Criminal offence data,Investigation Pursued,Non Cyber,Not Provided,100 to 1k,Education and childcare,24 hours to 72 hours
BI2061,2024,Qtr 1,Subscribers,Economic and financial data,Investigation Pursued,Non Cyber,Not Provided,100 to 1k,Education and childcare,24 hours to 72 hours
BI2062,2024,Qtr 1,Service users,Identification data,No Further Action,Cyber,Ransomware,1 to 9,Transport and leisure,Less than 24 hours
BI2063,2024,Qtr 1,Users,Location data,No Further Action,Cyber,Phishing attack,1 to 9,Health,24 hours to 72 hours
BI2064,2024,Qtr 1,Employees,Basic personal identifiers,Investigation Pursued,Non Cyber,Not Provided,1 to 9,Transport and leisure,Less than 24 hours
BI2065,2024,Qtr 1,Customers or prospective customers,Location data,Investigation Pursued,Cyber,Unauthorised access,1 to 9,Legal,Less than 24 hours
BI2065,2024,Qtr 1,Customers or prospective customers,Economic and financial data,Investigation Pursued,Cyber,Unauthorised access,1 to 9,Legal,Less than 24 hours
BI2066,2024,Qtr 1,Patients,Criminal offence data,Investigation Pursued,Cyber,Ransomware,1 to 9,Legal,72 hours to 1 week
BI2067,2024,Qtr 1,Customers or prospective customers,Location data,Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,General business,24 hours to 72 hours
BI2067,2024,Qtr 1,Customers or prospective customers,Health data,Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,General business,24 hours to 72 hours
BI2068,2024,Qtr 1,Users,Basic personal identifiers,Investigation Pursued,Cyber,Ransomware,10 to 99,Education and childcare,24 hours to 72 hours
BI2068,2024,Qtr 1,Users,Health data,Investigation Pursued,Cyber,Ransomware,10 to 99,Education and childcare,24 hours to 72 hours
BI2068,2024,Qtr 1,Users,Economic and financial data,Investigation Pursued,Cyber,Ransomware,10 to 99,Education and childcare,24 hours to 72 hours
BI2068,2024,Qtr 1,Users,Criminal offence data,Investigation Pursued,Cyber,Ransomware,10 to 99,Education and childcare,24 hours to 72 hours
BI2069,2024,Qtr 1,Customers or prospective customers,Official documents,Action Taken,Cyber,Phishing attack,10 to 99,Land or property services,24 hours to 72 hours
BI2069,2024,Qtr 1,Customers or prospective customers,Health data,Action Taken,Cyber,Phishing attack,10 to 99,Land or property services,24 hours to 72 hours
BI2069,2024,Qtr 1,Customers or prospective customers,Identification data,Action Taken,Cyber,Phishing attack,10 to 99,Land or property services,24 hours to 72 hours
BI2070,2024,Qtr 1,Customers or prospective customers,Data revealing racial or ethnic origin,Ongoing,Non Cyber,Not Provided,1k to 10k,Legal,72 hours to 1 week
BI2070,2024,Qtr 1,Customers or prospective customers,Location data,Ongoing,Non Cyber,Not Provided,1k to 10k,Legal,72 hours to 1 week
BI2070,2024,Qtr 1,Customers or prospective customers,Official documents,Ongoing,Non Cyber,Not Provided,1k to 10k,Legal,72 hours to 1 week
BI2070,2024,Qtr 1,Customers or prospective customers,Basic personal identifiers,Ongoing,Non Cyber,Not Provided,1k to 10k,Legal,72 hours to 1 week
BI2071,2024,Qtr 1,Children,Official documents,No Further Action,Non Cyber,Loss/theft of device containing personal data,10 to 99,Local government,24 hours to 72 hours
BI2071,2024,Qtr 1,Children,Health data,No Further Action,Non Cyber,Loss/theft of device containing personal data,10 to 99,Local government,24 hours to 72 hours
BI2071,2024,Qtr 1,Children,Economic and financial data,No Further Action,Non Cyber,Loss/theft of device containing personal data,10 to 99,Local government,24 hours to 72 hours
BI2072,2024,Qtr 1,Patients,Official documents,Investigation Pursued,Cyber,Phishing attack,100 to 1k,General business,Less than 24 hours
BI2073,2024,Qtr 1,Service users,Economic and financial data,No Further Action,Non Cyber,Data left on screen in public location,10 to 99,Central government,24 hours to 72 hours
BI2073,2024,Qtr 1,Service users,Location data,No Further Action,Non Cyber,Data left on screen in public location,10 to 99,Central government,24 hours to 72 hours
BI2073,2024,Qtr 1,Service users,Health data,No Further Action,Non Cyber,Data left on screen in public location,10 to 99,Central government,24 hours to 72 hours
BI2074,2024,Qtr 1,Members of the public,Economic and financial data,No Further Action,Non Cyber,Data left on screen in public location,1 to 9,Legal,72 hours to 1 week
BI2074,2024,Qtr 1,Members of the public,Location data,No Further Action,Non Cyber,Data left on screen in public location,1 to 9,Legal,72 hours to 1 week
BI2075,2024,Qtr 1,Patients,Criminal offence data,No Further Action,Cyber,Other cyber attack,1 to 9,Legal,More than 1 week
BI2076,2024,Qtr 1,Employees,Data revealing racial or ethnic origin,Ongoing,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,72 hours to 1 week
BI2076,2024,Qtr 1,Employees,Identification data,Ongoing,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,72 hours to 1 week
BI2076,2024,Qtr 1,Employees,Economic and financial data,Ongoing,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,72 hours to 1 week
BI2077,2024,Qtr 1,Customers or prospective customers,Health data,Action Taken,Non Cyber,Not Provided,100 to 1k,Education and childcare,Less than 24 hours
BI2077,2024,Qtr 1,Customers or prospective customers,Official documents,Action Taken,Non Cyber,Not Provided,100 to 1k,Education and childcare,Less than 24 hours
BI2078,2024,Qtr 1,Employees,Criminal offence data,Investigation Pursued,Cyber,Other cyber attack,10 to 99,Health,More than 1 week
BI2078,2024,Qtr 1,Employees,Official documents,Investigation Pursued,Cyber,Other cyber attack,10 to 99,Health,More than 1 week
BI2079,2024,Qtr 1,Members of the public,Official documents,No Further Action,Non Cyber,Data left on screen in public location,1 to 9,Retail and manufacture,More than 1 week
BI2080,2024,Qtr 1,Customers or prospective customers,Official documents,Ongoing,Non Cyber,Loss/theft of device containing personal data,1 to 9,Education and childcare,24 hours to 72 hours
BI2081,2024,Qtr 1,Employees,Economic and financial data,No Further Action,Cyber,Unauthorised access,1 to 9,Local government,More than 1 week
BI2082,2024,Qtr 1,Users,Official documents,No Further Action,Cyber,Brute force attack,1 to 9,Health,72 hours to 1 week
BI2082,2024,Qtr 1,Users,Basic personal identifiers,No Further Action,Cyber,Brute force attack,1 to 9,Health,72 hours to 1 week
BI2082,2024,Qtr 1,Users,Economic and financial data,No Further Action,Cyber,Brute force attack,1 to 9,Health,72 hours to 1 week
BI2083,2024,Qtr 1,Children,Health data,No Further Action,Non Cyber,Verbal disclosure of personal data,1k to 10k,Health,Less than 24 hours
BI2084,2024,Qtr 1,Customers or prospective customers,Identification data,Investigation Pursued,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Legal,More than 1 week
BI2084,2024,Qtr 1,Customers or prospective customers,Basic personal identifiers,Investigation Pursued,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Legal,More than 1 week
BI2084,2024,Qtr 1,Customers or prospective customers,Criminal offence data,Investigation Pursued,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Legal,More than 1 week
BI2085,2024,Qtr 1,Patients,Health data,No Further Action,Non Cyber,Not Provided,1 to 9,Education and childcare,24 hours to 72 hours
BI2085,2024,Qtr 1,Patients,Official documents,No Further Action,Non Cyber,Not Provided,1 to 9,Education and childcare,24 hours to 72 hours
BI2086,2024,Qtr 1,Patients,Official documents,Ongoing,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,General business,More than 1 week
BI2087,2024,Qtr 1,Subscribers,Health data,No Further Action,Non Cyber,Data emailed to incorrect recipient,10 to 99,Retail and manufacture,Less than 24 hours
BI2087,2024,Qtr 1,Subscribers,Official documents,No Further Action,Non Cyber,Data emailed to incorrect recipient,10 to 99,Retail and manufacture,Less than 24 hours
BI2088,2024,Qtr 1,Customers or prospective customers,Basic personal identifiers,No Further Action,Non Cyber,Data emailed to incorrect recipient,1 to 9,Central government,72 hours to 1 week
BI2088,2024,Qtr 1,Customers or prospective customers,Official documents,No Further Action,Non Cyber,Data emailed to incorrect recipient,1 to 9,Central government,72 hours to 1 week
BI2089,2024,Qtr 1,Members of the public,Economic and financial data,No Further Action,Non Cyber,Not Provided,10 to 99,"Finance, insurance and credit",Less than 24 hours
BI2089,2024,Qtr 1,Members of the public,Official documents,No Further Action,Non Cyber,Not Provided,10 to 99,"Finance, insurance and credit",Less than 24 hours
BI2090,2024,Qtr 1,Members of the public,Health data,Action Taken,Non Cyber,Not Provided,10 to 99,"Finance, insurance and credit",More than 1 week
BI2091,2024,Qtr 1,Employees,Official documents,No Further Action,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Local government,24 hours to 72 hours
BI2091,2024,Qtr 1,Employees,Identification data,No Further Action,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Local government,24 hours to 72 hours
BI2092,2024,Qtr 1,Patients,Criminal offence data,No Further Action,Cyber,Brute force attack,10 to 99,Transport and leisure,72 hours to 1 week
BI2092,2024,Qtr 1,Patients,Economic and financial data,No Further Action,Cyber,Brute force attack,10 to 99,Transport and leisure,72 hours to 1 week
BI2093,2024,Qtr 1,Patients,Data revealing racial or ethnic origin,No Further Action,Cyber,Other cyber attack,10 to 99,"Finance, insurance and credit",72 hours to 1 week
BI2094,2024,Qtr 1,Children,Criminal offence data,No Further Action,Cyber,Malware (not ransomware),1 to 9,Health,24 hours to 72 hours
BI2094,2024,Qtr 1,Children,Location data,No Further Action,Cyber,Malware (not ransomware),1 to 9,Health,24 hours to 72 hours
BI2094,2024,Qtr 1,Children,Identification data,No Further Action,Cyber,Malware (not ransomware),1 to 9,Health,24 hours to 72 hours
BI2095,2024,Qtr 1,Service users,Official documents,No Further Action,Non Cyber,Data posted or faxed to incorrect recipient,10 to 99,Health,More than 1 week
BI2096,2024,Qtr 1,Users,Basic personal identifiers,No Further Action,Non Cyber,Failure to redact,10 to 99,Education and childcare,More than 1 week
BI2097,2024,Qtr 1,Customers or prospective customers,Official documents,Investigation Pursued,Non Cyber,Not Provided,1 to 9,General business,24 hours to 72 hours
BI2097,2024,Qtr 1,Customers or prospective customers,Health data,Investigation Pursued,Non Cyber,Not Provided,1 to 9,General business,24 hours to 72 hours
BI2097,2024,Qtr 1,Customers or prospective customers,Location data,Investigation Pursued,Non Cyber,Not Provided,1 to 9,General business,24 hours to 72 hours
BI2097,2024,Qtr 1,Customers or prospective customers,Criminal offence data,Investigation Pursued,Non Cyber,Not Provided,1 to 9,General business,24 hours to 72 hours
BI2098,2024,Qtr 1,Children,Health data,No Further Action,Non Cyber,Failure to redact,1 to 9,Land or property services,72 hours to 1 week
BI2098,2024,Qtr 1,Children,Official documents,No Further Action,Non Cyber,Failure to redact,1 to 9,Land or property services,72 hours to 1 week
BI2098,2024,Qtr 1,Children,Basic personal identifiers,No Further Action,Non Cyber,Failure to redact,1 to 9,Land or property services,72 hours to 1 week
BI2099,2024,Qtr 1,Children,Official documents,Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Education and childcare,24 hours to 72 hours
BI2099,2024,Qtr 1,Children,Economic and financial data,Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Education and childcare,24 hours to 72 hours
BI2099,2024,Qtr 1,Children,Identification data,Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Education and childcare,24 hours to 72 hours
BI2100,2024,Qtr 1,Employees,Criminal offence data,Investigation Pursued,Non Cyber,Data emailed to incorrect recipient,10 to 99,Local government,More than 1 week
BI2100,2024,Qtr 1,Employees,Basic personal identifiers,Investigation Pursued,Non Cyber,Data emailed to incorrect recipient,10 to 99,Local government,More than 1 week
BI2101,2024,Qtr 1,Employees,Data revealing racial or ethnic origin,No Further Action,Non Cyber,Not Provided,10 to 99,"Finance, insurance and credit",72 hours to 1 week
BI2101,2024,Qtr 1,Employees,Official documents,No Further Action,Non Cyber,Not Provided,10 to 99,"Finance, insurance and credit",72 hours to 1 week
BI2101,2024,Qtr 1,Employees,Identification data,No Further Action,Non Cyber,Not Provided,10 to 99,"Finance, insurance and credit",72 hours to 1 week
BI2102,2024,Qtr 1,Employees,Basic personal identifiers,No Further Action,Cyber,Brute force attack,10 to 99,Charitable and voluntary,Less than 24 hours
BI2102,2024,Qtr 1,Employees,Criminal offence data,No Further Action,Cyber,Brute force attack,10 to 99,Charitable and voluntary,Less than 24 hours
BI2103,2024,Qtr 1,Users,Basic personal identifiers,Action Taken,Non Cyber,Failure to redact,100 to 1k,Health,More than 1 week
BI2103,2024,Qtr 1,Users,Economic and financial data,Action Taken,Non Cyber,Failure to redact,100 to 1k,Health,More than 1 week
BI2104,2024,Qtr 1,Users,Data revealing racial or ethnic origin,No Further Action,Non Cyber,Not Provided,10 to 99,General business,24 hours to 72 hours
BI2105,2024,Qtr 1,Patients,Official documents,No Further Action,Cyber,Unauthorised access,10 to 99,General business,Less than 24 hours
BI2106,2024,Qtr 1,Subscribers,Location data,No Further Action,Non Cyber,Data emailed to incorrect recipient,10 to 99,General business,72 hours to 1 week
BI2107,2024,Qtr 1,Service users,Health data,No Further Action,Non Cyber,Data emailed to incorrect recipient,1k to 10k,Health,24 hours to 72 hours
BI2107,2024,Qtr 1,Service users,Criminal offence data,No Further Action,Non Cyber,Data emailed to incorrect recipient,1k to 10k,Health,24 hours to 72 hours
BI2108,2024,Qtr 1,Subscribers,Location data,No Further Action,Non Cyber,Not Provided,100 to 1k,Local government,24 hours to 72 hours
BI2109,2024,Qtr 1,Members of the public,Criminal offence data,Action Taken,Non Cyber,Not Provided,1 to 9,Transport and leisure,24 hours to 72 hours
BI2110,2024,Qtr 1,Service users,Health data,No Further Action,Non Cyber,Loss/theft of paperwork or data left in insecure location,100 to 1k,Education and childcare,72 hours to 1 week
